"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
31393,1395,"Tin Men (1987)","Comedy|Drama",94155,10896,84,3.0,860397530
31398,1396,"Sneakers (1992)","Action|Comedy|Crime|Drama|Sci-Fi",105435,2322,1,3.0,964983017
31444,1397,"Bastard Out of Carolina (1996)","Drama",115633,41240,555,4.0,978749155
31446,1398,"In Love and War (1996)","Romance|War",116621,26949,474,2.5,1060106009
31447,1399,"Marvin's Room (1996)","Drama",116999,9819,33,2.0,939716472
31452,1401,"Ghosts of Mississippi (1996)","Drama",116410,31908,140,4.0,949667141
31455,1405,"Beavis and Butt-Head Do America (1996)","Adventure|Animation|Comedy|Crime",115641,3179,12,3.0,1247263395
31486,1406,"La Cérémonie (1995)","Crime|Drama|Mystery|Thriller",112769,1802,275,5.0,1049078782
31488,1407,"Scream (1996)","Comedy|Horror|Mystery|Thriller",117571,4232,19,3.0,965704952
31558,1408,"Last of the Mohicans, The (1992)","Action|Romance|War|Western",104691,9361,1,3.0,964982310
31597,1409,"Michael (1996)","Comedy|Drama|Fantasy|Romance",117038,2928,19,3.0,965707769
31620,1411,"Hamlet (1996)","Crime|Drama|Romance",116477,10549,90,5.0,856354329
31636,1412,"Some Mother's Son (1996)","Drama",117690,58102,419,3.5,1321853469
31637,1413,"Whole Wide World, The (1996)","Drama",118163,18451,474,4.5,1100119854
31639,1414,"Mother (1996)","Comedy",117091,27265,84,4.0,858773205
31647,1415,"Thieves (Voleurs, Les) (1996)","Crime|Drama|Romance",118100,49935,263,1.0,941591605
31649,1416,"Evita (1996)","Drama|Musical",116250,8818,57,3.0,972175478
31661,1417,"Portrait of a Lady, The (1996)","Drama",117364,36758,90,3.0,856354513
31663,1419,"Walkabout (1971)","Adventure|Drama",67959,36040,318,4.5,1428584640
31665,1422,"Murder at 1600 (1997)","Crime|Drama|Mystery|Thriller",119731,9415,135,4.0,1009691357
31669,1423,"Hearts and Minds (1996)","Drama",116506,55146,474,4.0,1238350606
31670,1425,"Fierce Creatures (1997)","Comedy",119115,12145,23,3.0,1107342166
31678,1426,"Zeus and Roxanne (1997)","Children",120550,42424,599,1.0,1519179378
31679,1427,"Turbulence (1997)","Action|Thriller",120390,34314,19,1.0,965712068
31680,1428,"Angel Baby (1995)","Drama",112362,2892,59,3.0,953610764
31682,1429,"First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)","Action|Adventure|Comedy|Thriller",116704,9404,32,4.0,856736579
31702,1430,"Underworld (1996)","Comedy|Thriller",120414,85242,220,3.5,1232170291
31705,1431,"Beverly Hills Ninja (1997)","Action|Comedy",118708,9622,42,2.0,996215096
31721,1432,"Metro (1997)","Action|Comedy|Crime|Drama|Thriller",119664,8860,151,4.0,855948013
31728,1437,"Cement Garden, The (1993)","Drama",106535,14832,182,3.5,1054780658
31730,1438,"Dante's Peak (1997)","Action|Thriller",118928,9619,11,3.0,902154647
31754,1439,"Meet Wally Sparks (1997)","Comedy",119644,40506,298,2.5,1466278013
31757,1440,"Amos & Andrew (1993)","Comedy",106266,31000,294,1.0,966596828
31759,1441,"Benny & Joon (1993)","Comedy|Romance",106387,4104,19,3.0,965706438
31778,1442,"Prefontaine (1997)","Drama",119937,26306,45,4.0,1021412164
31783,1445,"McHale's Navy (1997)","Comedy|War",119640,14908,1,3.0,964984112
31790,1446,"Kolya (Kolja) (1996)","Comedy|Drama",116790,784,33,5.0,939648134
31797,1447,"Gridlock'd (1997)","Crime",119225,12489,182,4.0,1055154169
31801,1449,"Waiting for Guffman (1996)","Comedy",118111,16448,4,5.0,945079767
31825,1453,"Beautician and the Beast, The (1997)","Comedy|Romance",118691,17894,42,2.0,996256206
31828,1454,"SubUrbia (1997)","Comedy|Drama",120238,28059,171,5.0,866904702
31834,1456,"Pest, The (1997)","Comedy",119887,17949,19,2.0,965706185
31835,1457,"Fools Rush In (1997)","Comedy|Drama|Romance",119141,1968,19,3.0,965706728
31847,1458,"Touch (1997)","Drama|Fantasy|Romance",120357,61563,32,4.0,856736822
31848,1459,"Absolute Power (1997)","Mystery|Thriller",118548,66,28,2.5,1242290702
31860,1460,"That Darn Cat (1997)","Children|Comedy|Mystery",120317,20735,234,3.0,1004409889
31862,1461,"Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)","Comedy",120434,11419,19,3.0,965707769
31870,1464,"Lost Highway (1997)","Crime|Drama|Fantasy|Film-Noir|Mystery|Romance",116922,638,23,4.0,1107163869
31887,1465,"Rosewood (1997)","Action|Drama",120036,25624,140,4.0,949667201
31890,1466,"Donnie Brasco (1997)","Crime|Drama",119008,9366,4,4.0,945173492
31942,1468,"Booty Call (1997)","Comedy|Romance",118750,21915,42,2.0,996220933
31947,1473,"Best Men (1997)","Action|Comedy|Crime|Drama",118702,19952,1,4.0,964980875
31948,1474,"Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)","Children|Comedy",119432,9446,19,2.0,965707137
31959,1475,"Kama Sutra: A Tale of Love (1996)","Romance",116743,28005,603,4.0,954482557
31960,1476,"Private Parts (1997)","Comedy|Drama",119951,9403,33,3.0,939715749
31986,1477,"Love Jones (1997)","Romance",119572,27322,548,4.0,1488825135
31987,1479,"Saint, The (1997)","Action|Romance|Sci-Fi|Thriller",120053,10003,19,3.0,965711598
32017,1480,"Smilla's Sense of Snow (1997)","Drama|Thriller",120152,9311,28,3.0,1277002141
32028,1483,"Crash (1996)","Drama|Thriller",115964,884,135,4.0,1009691378
32039,1484,"Daytrippers, The (1996)","Comedy|Drama|Mystery|Romance",116041,49806,414,4.0,961437495
32042,1485,"Liar Liar (1997)","Comedy",119528,1624,19,3.0,965707044
32116,1487,"Selena (1997)","Drama|Musical",120094,16052,33,3.0,939716855
32121,1488,"Devil's Own, The (1997)","Action|Drama|Thriller",118972,4477,42,4.0,996221045
32136,1489,"Cats Don't Dance (1997)","Animation|Children|Musical",118829,24662,19,2.0,965709204
32138,1490,"B*A*P*S (1997)","Comedy",118663,18423,307,1.0,1186085496
32140,1493,"Love and Other Catastrophes (1996)","Romance",116931,76996,606,3.5,1173447143
32141,1495,"Turbo: A Power Rangers Movie (1997)","Action|Adventure|Children",120389,6499,234,2.0,1004408829
32143,1496,"Anna Karenina (1997)","Drama|Romance",118623,50512,474,4.0,1087832418
32144,1497,"Double Team (1997)","Action",119013,9405,274,3.0,1172275183
32147,1498,"Inventing the Abbotts (1997)","Drama|Romance",119381,12723,57,2.0,972172370
32152,1499,"Anaconda (1997)","Action|Adventure|Thriller",118615,9360,19,1.0,965711994
32179,1500,"Grosse Pointe Blank (1997)","Comedy|Crime|Romance",119229,9434,1,4.0,964980985
32238,1502,"Kissed (1996)","Drama|Romance",116783,21626,195,3.0,979469828
32240,1503,"8 Heads in a Duffel Bag (1997)","Comedy",118541,13982,274,3.5,1172030432
32244,1507,"Paradise Road (1997)","Drama|War",119859,77223,474,3.5,1120355962
32245,1513,"Romy and Michele's High School Reunion (1997)","Comedy",120032,9611,42,3.0,996262592
32274,1514,"Temptress Moon (Feng Yue) (1996)","Romance",116295,47694,603,3.0,954482851
32275,1515,"Volcano (1997)","Action|Drama|Thriller",120461,10357,68,3.0,1269123535
32290,1516,"Children of the Revolution (1996)","Comedy",115886,9977,155,3.0,961861723
32291,1517,"Austin Powers: International Man of Mystery (1997)","Action|Adventure|Comedy",118655,816,1,5.0,964981107
32391,1518,"Breakdown (1997)","Action|Thriller",118771,2163,11,4.0,902154431
32404,1519,"Broken English (1996)","Drama",115760,124680,85,1.0,889468582
32405,1526,"Fathers' Day (1997)","Comedy",119109,12499,298,2.0,1466278019
32408,1527,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi",119116,18,15,3.0,1510572660
32524,1529,"Nowhere (1997)","Comedy|Drama",119809,1811,95,4.0,1043340210
32527,1533,"Promise, The (La promesse) (1996)","Drama",117398,105045,275,5.0,1049078900
32529,1537,"Shall We Dance? (Shall We Dansu?) (1996)","Comedy|Drama|Romance",117615,11239,33,4.0,939646982
32542,1541,"Addicted to Love (1997)","Comedy|Romance",118556,2058,66,4.0,1113190801
32552,1542,"Brassed Off (1996)","Comedy|Drama|Romance",115744,9450,19,2.0,965706232
32559,1544,"Lost World: Jurassic Park, The (1997)","Action|Adventure|Sci-Fi|Thriller",119567,330,18,3.5,1455735715
32626,1545,"Ponette (1996)","Drama",117359,38523,33,5.0,939715414
32628,1546,"Schizopolis (1996)","Comedy",117561,16375,182,3.5,1073397357
32629,1547,"Shiloh (1997)","Children|Drama",120118,33660,20,3.0,1054038387
32631,1549,"Rough Magic (1995)","Drama|Romance",114303,45671,603,4.0,954482687
32632,1550,"Trial and Error (1997)","Comedy|Romance",120373,17770,19,2.0,965706866
32636,1551,"Buddy (1997)","Adventure|Children|Drama",118787,15170,19,2.0,965710019
32639,1552,"Con Air (1997)","Action|Adventure|Thriller",118880,1701,1,4.0,964982620
32698,1554,"Pillow Book, The (1996)","Drama|Romance",114134,26422,132,2.0,1157924234
32703,1556,"Speed 2: Cruise Control (1997)","Action|Romance|Thriller",120179,1639,19,1.0,965712048
32722,1562,"Batman & Robin (1997)","Action|Adventure|Fantasy|Thriller",118688,415,19,1.0,965710092
32764,1564,"For Roseanna (Roseanna's Grave) (1997)","Comedy|Drama|Romance",120034,65889,57,3.0,972172529
32766,1565,"Head Above Water (1996)","Comedy|Thriller",116502,11103,367,4.0,997812260
32767,1566,"Hercules (1997)","Adventure|Animation|Children|Comedy|Musical",119282,11970,19,4.0,965706297
32798,1569,"My Best Friend's Wedding (1997)","Comedy|Romance",119738,8874,19,3.0,965706683
32838,1571,"When the Cat's Away (Chacun cherche son chat) (1996)","Comedy|Romance",115856,11956,275,5.0,1049076538
32840,1572,"Contempt (Mépris, Le) (1963)","Drama",57345,266,346,2.5,1125857345
32842,1573,"Face/Off (1997)","Action|Crime|Drama|Thriller",119094,754,1,5.0,964982290
32919,1574,"Fall (1997)","Romance",119098,37567,275,1.0,1049079204
32920,1580,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi",119654,607,1,3.0,964981125
33085,1581,"Out to Sea (1997)","Comedy",119848,18080,217,3.0,955945297
33088,1582,"Wild America (1997)","Adventure|Children",120512,38225,183,3.0,992331144
33093,1583,"Simple Wish, A (1997)","Children|Fantasy",120133,17834,19,3.0,965704375
33095,1584,"Contact (1997)","Drama|Sci-Fi",118884,686,7,5.0,1106635423
33177,1585,"Love Serenade (1996)","Comedy",116930,65046,603,3.0,963178192
33178,1586,"G.I. Jane (1997)","Action|Drama",119173,4421,11,4.0,902154487
33200,1587,"Conan the Barbarian (1982)","Action|Adventure|Fantasy",82198,9387,1,5.0,964982346
33231,1588,"George of the Jungle (1997)","Children|Comedy",119190,10603,19,2.0,965707079
33251,1589,"Cop Land (1997)","Action|Crime|Drama|Thriller",118887,2142,113,2.0,980307560
33267,1590,"Event Horizon (1997)","Horror|Sci-Fi|Thriller",119081,8413,13,4.0,987457086
33292,1591,"Spawn (1997)","Action|Adventure|Sci-Fi|Thriller",120177,10336,19,2.0,965704079
33318,1592,"Air Bud (1997)","Children|Comedy",118570,20737,27,3.0,962685525
33322,1593,"Picture Perfect (1997)","Comedy|Romance",119896,9413,19,2.0,965708002
33328,1594,"In the Company of Men (1997)","Comedy|Drama",119361,14585,275,5.0,1049079020
33334,1596,"Career Girls (1997)","Drama",118818,49462,85,4.0,889467110
33337,1597,"Conspiracy Theory (1997)","Drama|Mystery|Romance|Thriller",118883,8834,4,1.0,945079906
33380,1598,"Desperate Measures (1998)","Crime|Drama|Thriller",118966,9458,182,3.0,1075765119
33384,1599,"Steel (1997)","Action",120207,8854,217,3.0,956195257
33387,1600,"She's So Lovely (1997)","Drama|Romance",120112,38295,113,4.0,980051480
33389,1601,"Hoodlum (1997)","Crime|Drama|Film-Noir",119311,22073,372,2.0,874414409
33392,1602,"Leave It to Beaver (1997)","Comedy",119509,37244,217,2.0,955945592
33396,1603,"Mimic (1997)","Horror|Sci-Fi|Thriller",119675,4961,19,2.0,965703885
33409,1604,"Money Talks (1997)","Action|Comedy",119695,9416,11,4.0,902154647
33412,1605,"Excess Baggage (1997)","Adventure|Romance",119086,26180,414,3.0,961514377
33416,1606,"Kull the Conqueror (1997)","Action|Adventure",119484,17832,93,4.0,942946766
33419,1608,"Air Force One (1997)","Action|Thriller",118571,9772,11,4.0,902154316
33477,1609,"187 (One Eight Seven) (1997)","Drama|Thriller",118531,6072,414,2.0,961518618
33480,1610,"Hunt for Red October, The (1990)","Action|Adventure|Thriller",99810,1669,7,4.0,1106635429
33570,1611,"My Own Private Idaho (1991)","Drama|Romance",102494,468,182,4.0,1055156764
33575,1612,"Kiss Me, Guido (1997)","Comedy",119465,32519,603,3.0,963178669
33577,1613,"Star Maps (1997)","Drama",120197,108401,603,4.0,963180153
33578,1614,"In & Out (1997)","Comedy",119360,10806,19,2.0,965707576
33604,1615,"Edge, The (1997)","Adventure|Drama",119051,9433,45,3.0,950740452
33615,1616,"Peacemaker, The (1997)","Action|Thriller|War",119874,6623,11,3.0,902154542
33635,1617,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller",119488,2118,1,5.0,964982951
33732,1619,"Seven Years in Tibet (1997)","Adventure|Drama|War",120102,978,13,3.0,987895819
33746,1620,"Kiss the Girls (1997)","Crime|Drama|Mystery|Thriller",119468,9437,1,4.0,964983056
33759,1621,"Soul Food (1997)","Drama",120169,29461,33,2.0,939716819
33761,1623,"Wishmaster (1997)","Horror",120524,10351,571,2.0,966901166
33763,1624,"Thousand Acres, A (1997)","Drama",120323,66588,85,1.0,889468582
33765,1625,"Game, The (1997)","Drama|Mystery|Thriller",119174,2649,1,5.0,964983504
33842,1626,"Fire Down Below (1997)","Action|Drama|Thriller",119123,14289,217,2.0,955941551
33845,1627,"U Turn (1997)","Crime|Drama|Mystery",120399,10155,160,5.0,971115443
33852,1629,"MatchMaker, The (1997)","Comedy|Romance",119632,20457,474,2.0,1046887440
33855,1631,"Assignment, The (1997)","Action|Thriller",118647,18355,59,5.0,953610203
33856,1633,"Ulee's Gold (1997)","Drama",120402,55306,33,4.0,939715591
33861,1635,"Ice Storm, The (1997)","Drama",119349,68924,68,3.0,1261623455
33878,1639,"Chasing Amy (1997)","Comedy|Drama|Romance",118842,2255,13,4.0,987456818
33930,1641,"Full Monty, The (1997)","Comedy|Drama",119164,9427,4,4.0,964622758
33986,1642,"Indian Summer (a.k.a. Alive & Kicking) (1996)","Comedy|Drama",116631,172545,45,2.0,951170461
33988,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","Drama|Romance",119280,17589,33,3.0,939654896
33993,1644,"I Know What You Did Last Summer (1997)","Horror|Mystery|Thriller",119345,3597,1,3.0,964983536
34025,1645,"The Devil's Advocate (1997)","Drama|Mystery|Thriller",118971,1813,19,2.0,965711014
34076,1646,"RocketMan (a.k.a. Rocket Man) (1997)","Children|Comedy|Romance|Sci-Fi",120029,36797,57,1.0,972175891
34083,1647,"Playing God (1997)","Crime|Drama|Thriller",119906,12628,360,2.0,884997699
34086,1648,"House of Yes, The (1997)","Comedy|Drama",119324,33344,19,2.0,965706163
34090,1649,"Fast, Cheap & Out of Control (1997)","Documentary",119107,25099,182,3.5,1075801066
34093,1650,"Washington Square (1997)","Drama",120481,45019,474,4.0,1060105233
34095,1652,"Year of the Horse (1997)","Documentary",120539,62422,594,4.5,1129084112
34096,1653,"Gattaca (1997)","Drama|Sci-Fi|Thriller",119177,782,15,4.5,1510572798
34182,1654,"FairyTale: A True Story (1997)","Children|Drama|Fantasy",119095,29911,605,3.5,1277176734
34183,1655,"Phantoms (1998)","Drama|Horror|Thriller",119891,9827,226,4.0,1095712866
34184,1656,"Swept from the Sea (1997)","Drama|Romance",120257,1959,414,4.0,997709182
34185,1658,"Life Less Ordinary, A (1997)","Romance|Thriller",119535,8067,19,5.0,965711769
34193,1659,"Hurricane Streets (1997)","Drama",119338,125052,95,4.0,1043340392
34194,1660,"Eve's Bayou (1997)","Drama",119080,45153,288,3.0,979164091
34195,1661,"Switchback (1997)","Crime|Mystery|Thriller",119210,10871,140,3.0,967047762
34196,1662,"Gang Related (1997)","Crime",118900,14398,387,3.0,1119755018
34198,1663,"Stripes (1981)","Comedy|War",83131,10890,19,3.0,965705845
34232,1665,"Bean (1997)","Comedy",118689,1281,19,1.0,965707552
34248,1667,"Mad City (1997)","Action|Drama",119592,9770,42,2.0,996221092
34253,1670,"Welcome to Sarajevo (1997)","Drama|War",120490,14905,57,4.0,965799521
34256,1671,"Deceiver (1997)","Crime|Drama|Thriller",119527,14583,217,3.0,955943153
34257,1672,"Rainmaker, The (1997)","Drama",119978,11975,33,3.0,939715620
34269,1673,"Boogie Nights (1997)","Drama",118749,4995,33,5.0,939715448
34308,1674,"Witness (1985)","Drama|Romance|Thriller",90329,9281,9,4.0,1044656650
34348,1675,"Incognito (1997)","Crime|Thriller",119365,45928,438,3.5,1105763611
34349,1676,"Starship Troopers (1997)","Action|Sci-Fi",120201,563,1,3.0,964982620
34429,1677,"Critical Care (1997)","Comedy|Drama",118901,61337,217,2.0,955944348
34430,1678,"Joy Luck Club, The (1993)","Drama|Romance",107282,19931,28,2.0,1242289781
34440,1679,"Chairman of the Board (1998)","Comedy",118836,31535,19,2.0,965702660
34441,1680,"Sliding Doors (1998)","Drama|Romance",120148,10215,16,3.5,1377476680
34466,1681,"Mortal Kombat: Annihilation (1997)","Action|Adventure|Fantasy",119707,9823,19,3.0,965710220
34473,1682,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi",120382,37165,7,3.0,1106635653
34598,1683,"Wings of the Dove, The (1997)","Drama|Romance",120520,45609,85,3.0,889467078
34604,1684,"Mrs. Dalloway (1997)","Drama|Romance",119723,38904,108,5.0,1042840477
34608,1685,"I Love You, I Love You Not (1996)","Drama|Romance",116592,45565,185,3.0,1044311995
34609,1686,"Red Corner (1997)","Crime|Thriller",119994,9407,217,3.0,955943036
34612,1687,"Jackal, The (1997)","Action|Thriller",119395,4824,11,3.0,902154647
34630,1688,"Anastasia (1997)","Adventure|Animation|Children|Drama|Musical",118617,9444,19,3.0,965709144
34650,1689,"Man Who Knew Too Little, The (1997)","Comedy|Crime|Thriller",120483,9414,19,2.0,965706967
34657,1690,"Alien: Resurrection (1997)","Action|Horror|Sci-Fi",118583,8078,19,1.0,965703885
34702,1693,"Amistad (1997)","Drama|Mystery",118607,11831,11,5.0,902155102
34721,1694,"Apostle, The (1997)","Drama",118632,2895,85,4.0,889467185
34728,1695,"Artemisia (1997)","Drama",123385,39177,182,4.0,1063285931
34730,1696,"Bent (1997)","Drama|War",118698,19601,59,5.0,953610077
34732,1699,"Butcher Boy, The (1997)","Comedy|Drama",118804,22797,290,3.0,974938193
34734,1701,"Deconstructing Harry (1997)","Comedy|Drama",118954,2639,397,4.0,1181966644
34742,1702,"Flubber (1997)","Children|Comedy|Fantasy",119137,9574,19,3.0,965704331
34758,1703,"For Richer or Poorer (1997)","Comedy",119142,10371,68,3.5,1275958359
34763,1704,"Good Will Hunting (1997)","Drama|Romance",119217,489,2,4.5,1445715228
34904,1707,"Home Alone 3 (1997)","Children|Comedy",119303,9714,234,1.0,1004409854
34912,1711,"Midnight in the Garden of Good and Evil (1997)","Crime|Drama|Mystery",119668,8197,23,4.0,1107162645
34936,1713,"Mouse Hunt (1997)","Children|Comedy",119715,6283,160,5.0,971619496
34943,1717,"Scream 2 (1997)","Comedy|Horror|Mystery|Thriller",120082,4233,19,3.0,965705195
34974,1718,"Stranger in the House (1997)","Thriller",120222,191874,19,2.0,965712018
34976,1719,"Sweet Hereafter, The (1997)","Drama",120255,10217,4,4.0,945079956
34992,1721,"Titanic (1997)","Drama|Romance",120338,597,11,5.0,902154989
35132,1722,"Tomorrow Never Dies (1997)","Action|Adventure|Thriller",120347,714,19,3.0,965711128
35177,1726,"Postman, The (1997)","Action|Adventure|Drama|Sci-Fi",119925,9922,42,2.0,996221012
35190,1727,"Horse Whisperer, The (1998)","Drama|Romance",119314,547,140,5.0,949667094
35194,1729,"Jackie Brown (1997)","Crime|Drama|Thriller",119396,184,18,4.0,1465468014
35242,1730,"Kundun (1997)","Drama",119485,9746,85,4.0,889467055
35246,1731,"Mr. Magoo (1997)","Comedy",119718,9438,217,2.0,955945569
